platform,content_id,content_type,upload_date,author_username,author_followers,likes,comments,shares,views,engagement_rate,hashtags,sentiment_score,trend_category,video_duration,thumbnail_clicks,subscribers_gained,retweets,quote_tweets,impressions,saves,story_views,is_sponsored,music_used,duets,challenge_tag
LinkedIn,LI_500849,video,2024-09-16 10:59:08,@vincentshaffer,1090580,3636,8834,219,615436,2.06,"['#Tech', '#Life']",0.42,Education,,,,,,,,,,,,
Twitter,TW_801300,image,2024-07-18 08:20:09,@kimberlysmith,325010,15530,552,10900,424040,6.36,"['#Fit', '#Fashion']",-0.5,Fashion,,,,2058.0,1231.0,266764.0,,,,,,
Twitter,TW_959589,short_video,2024-09-26 03:20:46,@johnwillis,1003258,26947,7205,2310,154182,23.65,"['#Gaming', '#Fit']",-0.48,Education,,,,1744.0,572.0,888790.0,,,,,,
Twitter,TW_177595,short_video,2024-02-13 14:23:16,@janet98,1208271,49773,6907,14599,858328,8.3,"['#Tech', '#Fashion']",0.14,Tech,,,,703.0,265.0,142540.0,,,,,,
LinkedIn,LI_589533,short_video,2024-09-11 14:05:40,@michael28,1034962,35874,6155,9782,73928,70.08,"['#Life', '#Tech']",0.38,Tech,,,,,,,,,,,,
Instagram,IN_165212,short_video,2024-04-28 10:43:41,@austinwright,1607398,10046,1714,108,415964,2.85,"['#Life', '#Gaming']",0.18,Gaming,,,,,,,2331.0,3953.0,False,,,
TikTok,TI_404227,reel,2024-05-18 04:10:43,@brandyharris,807970,10915,3213,7003,885988,2.39,"['#Fit', '#Gaming']",-0.03,Fashion,,,,,,,,,,provide,240.0,#style
LinkedIn,LI_450624,reel,2024-02-24 07:01:12,@kfisher,1477068,9992,5751,9105,979313,2.54,"['#Fashion', '#Tech']",0.08,Fitness,,,,,,,,,,,,
LinkedIn,LI_807187,reel,2024-01-25 16:19:43,@carmen21,578655,48479,9255,1431,712566,8.3,"['#Tech', '#Fit']",-0.68,Fashion,,,,,,,,,,,,
Twitter,TW_398425,reel,2024-03-10 04:08:49,@gloriamiller,877020,40869,8097,17861,231666,28.85,"['#Fit', '#Gaming']",0.22,Fitness,,,,221.0,1428.0,537415.0,,,,,,
Facebook,FA_567076,image,2024-05-19 15:33:10,@kjacobson,409157,23210,3100,1150,958686,2.86,"['#Tech', '#Life']",0.06,Fashion,,,,,,,,,,,,
Instagram,IN_243841,video,2024-12-08 13:46:58,@thompsonjennifer,949643,45154,8340,1711,540762,10.21,"['#Tech', '#Gaming']",0.54,Education,,,,,,,1389.0,1730.0,False,,,
TikTok,TI_686865,image,2024-12-05 22:21:49,@alex95,1737931,12558,3571,54,143860,11.25,"['#Gaming', '#Fit']",-0.41,Education,,,,,,,,,,standard,159.0,#daughter
Twitter,TW_283064,video,2024-01-22 20:53:33,@vmosley,597029,25991,824,11144,125732,30.19,"['#Tech', '#Fit']",-0.42,Tech,,,,298.0,752.0,659081.0,,,,,,
TikTok,TI_250270,short_video,2024-04-26 11:41:20,@alove,337834,41166,8142,4063,27733,192.45,"['#Gaming', '#Life']",0.33,Gaming,,,,,,,,,,herself,434.0,#ready
YouTube,YO_547133,reel,2024-07-01 05:46:14,@samantha79,582711,24020,2906,8539,564277,6.29,"['#Gaming', '#Life']",-0.8,Education,50.86,4646.0,91.0,,,,,,,,,
Twitter,TW_421121,short_video,2024-08-08 11:02:29,@lewiscassandra,1570024,12731,444,4215,343502,5.06,"['#Tech', '#Fashion']",-0.83,Tech,,,,28.0,1543.0,627314.0,,,,,,
Twitter,TW_340003,video,2024-10-19 18:22:58,@markmurray,58063,48542,8319,2705,463519,12.85,"['#Tech', '#Gaming']",0.97,Gaming,,,,828.0,1802.0,297555.0,,,,,,
Twitter,TW_521549,video,2024-05-30 11:07:32,@jberg,67591,30553,7639,19029,82966,68.97,"['#Tech', '#Fashion']",-0.67,Tech,,,,3740.0,222.0,710491.0,,,,,,
Twitter,TW_705032,image,2024-01-10 07:21:16,@johnsonbrian,946688,44940,9708,18347,322634,22.62,"['#Tech', '#Life']",0.24,Fitness,,,,1310.0,457.0,39434.0,,,,,,
LinkedIn,LI_103599,image,2024-02-28 06:42:55,@dpowell,1329700,19120,7969,7146,156008,21.94,"['#Life', '#Gaming']",0.52,Fitness,,,,,,,,,,,,
Instagram,IN_395457,reel,2024-01-27 17:54:53,@tgardner,281763,18486,8007,4511,127996,24.22,"['#Gaming', '#Life']",0.86,Fashion,,,,,,,4906.0,13048.0,True,,,
LinkedIn,LI_511936,video,2024-10-03 02:54:59,@etaylor,395984,34043,4644,2885,486858,8.54,"['#Fashion', '#Tech']",-0.71,Fashion,,,,,,,,,,,,
LinkedIn,LI_785558,reel,2024-06-14 14:04:06,@cvelazquez,1665437,15578,3742,7519,468569,5.73,"['#Fashion', '#Tech']",0.23,Education,,,,,,,,,,,,
LinkedIn,LI_303051,video,2024-05-06 22:16:28,@rossrachel,228537,3413,5299,3851,837617,1.5,"['#Fashion', '#Life']",-0.08,Tech,,,,,,,,,,,,
YouTube,YO_310723,image,2024-12-25 14:34:38,@mark56,290032,35410,6226,2581,357561,12.37,"['#Fit', '#Gaming']",-0.02,Tech,3.3,7462.0,698.0,,,,,,,,,
YouTube,YO_856832,video,2024-09-15 17:21:30,@istephenson,5996,18159,2162,6810,193192,14.04,"['#Fashion', '#Gaming']",0.42,Gaming,15.43,6858.0,447.0,,,,,,,,,
Twitter,TW_656927,reel,2024-05-17 17:58:06,@john33,1431836,2840,3787,6093,564969,2.25,"['#Fit', '#Gaming']",0.55,Fitness,,,,488.0,744.0,252170.0,,,,,,
TikTok,TI_844545,reel,2024-12-17 02:05:17,@apriljohnson,1825806,20712,952,8115,486292,6.12,"['#Life', '#Tech']",-0.42,Education,,,,,,,,,,special,451.0,#theory
Instagram,IN_915802,short_video,2024-03-21 04:41:52,@patrick07,276748,39394,2900,17837,168844,35.61,"['#Gaming', '#Fit']",0.8,Education,,,,,,,4423.0,18609.0,True,,,
YouTube,YO_762300,reel,2024-02-21 00:24:32,@josephramirez,900414,31657,8008,11153,953839,5.33,"['#Gaming', '#Fashion']",-0.52,Fitness,40.9,968.0,258.0,,,,,,,,,
LinkedIn,LI_727529,short_video,2024-01-14 08:34:50,@john89,1900679,18712,6402,8394,603038,5.56,"['#Gaming', '#Fashion']",0.05,Fashion,,,,,,,,,,,,
Instagram,IN_539286,video,2024-01-25 17:09:56,@woodthomas,953918,27606,8479,10889,302240,15.54,"['#Fashion', '#Tech']",-0.13,Fitness,,,,,,,4251.0,17546.0,True,,,
Instagram,IN_275086,short_video,2024-08-09 04:51:14,@smaxwell,751193,19820,5720,16377,966224,4.34,"['#Fashion', '#Life']",0.64,Fitness,,,,,,,329.0,16250.0,True,,,
YouTube,YO_560059,short_video,2024-08-13 05:09:56,@danawilson,1069855,46402,8578,1886,355334,16.0,"['#Fit', '#Tech']",-0.52,Tech,54.61,6373.0,630.0,,,,,,,,,
TikTok,TI_166271,image,2024-02-01 04:08:32,@tranlisa,1340201,48232,2770,7917,890325,6.62,"['#Gaming', '#Fashion']",-0.41,Education,,,,,,,,,,fill,364.0,#itself
YouTube,YO_467432,short_video,2024-06-15 13:38:14,@laura39,1080743,34464,3487,13774,832479,6.21,"['#Fit', '#Life']",0.91,Gaming,46.86,2820.0,740.0,,,,,,,,,
Twitter,TW_594858,video,2024-09-06 09:55:39,@lindseyelliott,1375964,45699,8313,15038,561753,12.29,"['#Life', '#Gaming']",0.22,Fashion,,,,4634.0,189.0,545930.0,,,,,,
LinkedIn,LI_442903,image,2024-03-22 19:14:17,@millerdebra,1328017,45005,933,16186,811642,7.65,"['#Fashion', '#Fit']",-0.38,Fashion,,,,,,,,,,,,
LinkedIn,LI_693028,short_video,2024-10-22 01:51:57,@connor82,949636,7750,6517,14626,429528,6.73,"['#Life', '#Fashion']",-0.66,Fashion,,,,,,,,,,,,
YouTube,YO_599485,image,2024-12-25 03:17:20,@shanerussell,1067732,31078,3104,16928,935970,5.46,"['#Gaming', '#Fit']",-0.0,Fitness,13.33,4055.0,36.0,,,,,,,,,
Facebook,FA_627131,video,2024-05-23 22:41:16,@garciayvette,264537,32058,5128,2002,138058,28.39,"['#Gaming', '#Tech']",-0.75,Gaming,,,,,,,,,,,,
YouTube,YO_399455,video,2024-12-01 15:27:56,@ross60,748721,27713,631,17590,643467,7.14,"['#Fit', '#Fashion']",0.4,Education,44.96,1296.0,96.0,,,,,,,,,
Facebook,FA_646263,short_video,2024-08-03 13:31:15,@george79,1700307,1889,6527,9877,794948,2.3,"['#Tech', '#Life']",0.32,Education,,,,,,,,,,,,
LinkedIn,LI_669983,video,2024-03-30 01:38:53,@fostershawn,1437420,15602,3204,6452,765905,3.3,"['#Tech', '#Gaming']",0.41,Education,,,,,,,,,,,,
Instagram,IN_588617,video,2024-05-04 20:48:43,@shawn77,150364,43923,8736,15563,811818,8.4,"['#Life', '#Tech']",0.98,Fashion,,,,,,,4112.0,1120.0,False,,,
Instagram,IN_524490,video,2024-07-31 01:14:51,@obolton,1659486,6179,1661,15411,705683,3.29,"['#Fashion', '#Tech']",-0.57,Tech,,,,,,,3567.0,9017.0,False,,,
YouTube,YO_878263,reel,2024-02-08 19:17:04,@andrea05,553693,41100,7844,16176,20905,311.5,"['#Fit', '#Life']",0.46,Tech,27.76,9398.0,331.0,,,,,,,,,
Twitter,TW_778419,video,2024-10-20 11:31:44,@gle,704778,7771,6466,12044,375946,6.99,"['#Gaming', '#Fit']",0.33,Fitness,,,,2802.0,121.0,613643.0,,,,,,
YouTube,YO_486758,video,2024-01-10 07:05:18,@rpalmer,1791910,48396,5756,1446,759794,7.32,"['#Tech', '#Fit']",0.8,Fitness,38.25,4651.0,828.0,,,,,,,,,
Twitter,TW_153282,video,2024-10-30 18:59:44,@kbradley,578261,15595,4760,7601,934330,2.99,"['#Gaming', '#Tech']",0.63,Education,,,,801.0,1140.0,373955.0,,,,,,
Twitter,TW_120160,reel,2024-02-26 07:04:08,@norrismaria,1898211,22385,7574,8500,930838,4.13,"['#Fashion', '#Gaming']",-0.05,Tech,,,,4608.0,635.0,706606.0,,,,,,
Instagram,IN_284004,reel,2024-10-20 01:16:03,@karen68,1574863,5281,953,6700,419068,3.09,"['#Tech', '#Gaming']",-0.8,Fitness,,,,,,,3194.0,15353.0,True,,,
TikTok,TI_641767,reel,2024-07-09 08:20:37,@hunter46,634551,5430,2656,10589,237061,7.88,"['#Fit', '#Fashion']",-0.26,Fitness,,,,,,,,,,student,426.0,#this
Instagram,IN_993977,short_video,2024-05-24 05:21:37,@mark54,1658782,14675,6506,5879,455034,5.95,"['#Tech', '#Fit']",0.65,Fashion,,,,,,,1002.0,8812.0,True,,,
TikTok,TI_940231,video,2024-09-03 23:57:57,@herbertcastro,400940,9024,9311,16441,74258,46.83,"['#Tech', '#Fit']",-0.27,Fashion,,,,,,,,,,detail,278.0,#live
Instagram,IN_173726,video,2024-12-15 02:34:30,@morgan05,1357173,37235,4208,13635,156362,35.22,"['#Fit', '#Gaming']",-0.56,Gaming,,,,,,,1376.0,18921.0,False,,,
YouTube,YO_691691,image,2024-02-08 20:10:00,@alexandraelliott,1798001,7313,2402,5734,915710,1.69,"['#Fashion', '#Gaming']",0.69,Gaming,43.05,8166.0,336.0,,,,,,,,,
Instagram,IN_681966,video,2024-02-04 21:58:05,@wilsondaniel,1596741,47952,7507,10424,83979,78.45,"['#Fashion', '#Fit']",0.73,Education,,,,,,,3480.0,18035.0,True,,,
Twitter,TW_745055,video,2024-04-30 04:30:05,@ashley17,702189,11471,974,426,395841,3.25,"['#Gaming', '#Life']",0.84,Education,,,,2423.0,1097.0,88634.0,,,,,,
Facebook,FA_795908,image,2024-08-24 04:17:03,@pattersongregory,1864217,43182,6114,18761,271049,25.11,"['#Gaming', '#Fit']",-0.26,Tech,,,,,,,,,,,,
YouTube,YO_728647,image,2024-10-15 19:39:35,@stephanie68,1433608,35921,8758,10766,393134,14.1,"['#Fashion', '#Fit']",-0.61,Gaming,40.88,1703.0,169.0,,,,,,,,,
TikTok,TI_144013,image,2024-12-17 13:00:20,@donald36,653367,18948,3079,4811,180797,14.84,"['#Fashion', '#Tech']",0.77,Education,,,,,,,,,,discover,282.0,#data
LinkedIn,LI_727284,short_video,2024-08-26 04:11:01,@kelleycassandra,975459,45887,1058,1024,534156,8.98,"['#Fashion', '#Life']",-0.17,Education,,,,,,,,,,,,
YouTube,YO_668752,image,2024-06-07 21:50:25,@gloriaboone,414916,39052,9273,17678,310289,21.27,"['#Tech', '#Fit']",-0.91,Tech,6.68,5273.0,696.0,,,,,,,,,
TikTok,TI_284568,video,2024-12-10 14:59:27,@ksmith,368048,10023,8198,5149,537986,4.34,"['#Gaming', '#Tech']",0.05,Education,,,,,,,,,,determine,54.0,#ball
YouTube,YO_300674,video,2024-01-08 00:03:03,@morrismichelle,1706844,24108,2736,7476,361475,9.49,"['#Life', '#Tech']",-0.24,Education,39.59,2833.0,531.0,,,,,,,,,
Facebook,FA_716944,reel,2024-06-04 20:54:47,@emilyconley,705665,17712,4602,760,471615,4.89,"['#Fit', '#Tech']",0.27,Fitness,,,,,,,,,,,,
Twitter,TW_539970,reel,2024-05-20 10:06:07,@boydnatalie,1584484,44801,477,13027,182140,32.01,"['#Fashion', '#Gaming']",-0.52,Fitness,,,,470.0,706.0,570129.0,,,,,,
Twitter,TW_988946,video,2024-07-22 00:51:04,@russellblack,1437074,22242,5279,9761,609717,6.11,"['#Fashion', '#Life']",0.48,Gaming,,,,1129.0,1978.0,276337.0,,,,,,
Twitter,TW_148794,video,2024-07-22 04:22:04,@iedwards,92266,35631,1171,11916,849927,5.73,"['#Fit', '#Fashion']",-0.9,Fashion,,,,295.0,1679.0,719248.0,,,,,,
TikTok,TI_936128,video,2024-12-01 04:57:56,@kimandres,1670686,37629,3961,2363,746276,5.89,"['#Gaming', '#Life']",0.1,Fitness,,,,,,,,,,performance,143.0,#what
Facebook,FA_462506,image,2024-12-05 09:14:44,@valerie30,311592,40822,8228,18336,220789,30.52,"['#Fashion', '#Life']",0.95,Tech,,,,,,,,,,,,
LinkedIn,LI_186694,reel,2024-02-08 14:03:05,@mitchellchad,284792,21131,9458,5668,280178,12.94,"['#Gaming', '#Life']",0.85,Gaming,,,,,,,,,,,,
Instagram,IN_245340,image,2024-02-18 11:20:32,@matthew83,834607,34616,5071,2014,102957,40.5,"['#Fashion', '#Life']",0.22,Fitness,,,,,,,4872.0,14129.0,False,,,
LinkedIn,LI_315665,video,2024-08-14 00:07:32,@joseph94,1554577,34838,9409,2545,101317,46.18,"['#Gaming', '#Life']",-0.36,Tech,,,,,,,,,,,,
Twitter,TW_556417,short_video,2024-05-16 09:15:51,@jerry79,1543060,21796,5638,8299,356997,10.01,"['#Tech', '#Gaming']",0.72,Tech,,,,4850.0,1463.0,473105.0,,,,,,
Facebook,FA_406463,short_video,2024-12-03 05:55:37,@lynn55,82382,8953,7101,6767,727176,3.14,"['#Fit', '#Life']",0.18,Gaming,,,,,,,,,,,,
LinkedIn,LI_663201,reel,2024-12-21 16:59:37,@sfoster,997772,15785,4654,5552,508944,5.11,"['#Tech', '#Fit']",-0.5,Gaming,,,,,,,,,,,,
Twitter,TW_822399,reel,2024-09-03 04:48:54,@angela26,1713437,30662,6242,17129,535872,10.08,"['#Life', '#Tech']",-0.37,Fashion,,,,428.0,1316.0,509735.0,,,,,,
Twitter,TW_346216,video,2024-06-05 06:07:13,@alicia78,405222,34417,8794,1351,772304,5.77,"['#Fit', '#Tech']",0.73,Gaming,,,,1760.0,1136.0,848686.0,,,,,,
YouTube,YO_574257,reel,2024-10-04 08:06:45,@trevinodeborah,91676,25597,9033,14953,593311,8.36,"['#Fit', '#Life']",0.41,Fashion,41.53,1050.0,887.0,,,,,,,,,
YouTube,YO_351624,image,2024-08-18 22:24:54,@michelle57,790191,24058,2999,2937,813829,3.69,"['#Fashion', '#Tech']",-0.53,Gaming,3.73,9727.0,775.0,,,,,,,,,
YouTube,YO_171313,short_video,2024-11-06 21:13:31,@derek69,1449260,49204,3850,5756,564749,10.41,"['#Life', '#Tech']",0.47,Gaming,22.28,2504.0,896.0,,,,,,,,,
LinkedIn,LI_154328,video,2024-12-06 06:29:23,@michael41,597348,46603,1507,14170,895964,6.95,"['#Tech', '#Fit']",0.51,Fashion,,,,,,,,,,,,
Twitter,TW_681652,reel,2024-12-28 18:13:40,@lynchrobert,1417511,32377,3842,18375,531642,10.27,"['#Life', '#Fit']",-0.04,Gaming,,,,4895.0,927.0,185358.0,,,,,,
YouTube,YO_502292,video,2024-03-04 03:05:47,@masseydean,1332395,8831,8968,8862,880193,3.03,"['#Gaming', '#Life']",-0.2,Tech,7.43,228.0,576.0,,,,,,,,,
LinkedIn,LI_772528,reel,2024-08-07 16:24:21,@eileen89,1720730,821,4508,4016,231523,4.04,"['#Fashion', '#Life']",-0.09,Tech,,,,,,,,,,,,
YouTube,YO_530704,reel,2024-06-20 02:02:16,@ywatson,245508,23664,9480,6693,481179,8.28,"['#Life', '#Tech']",-0.43,Fitness,56.56,8002.0,226.0,,,,,,,,,
Facebook,FA_467431,image,2024-09-21 12:15:53,@jamesshannon,674991,19273,3171,4813,971891,2.8,"['#Tech', '#Life']",0.25,Fitness,,,,,,,,,,,,
TikTok,TI_446394,image,2024-05-18 03:44:02,@wgarcia,445566,36791,9365,10422,104862,53.95,"['#Tech', '#Fashion']",0.74,Gaming,,,,,,,,,,strong,395.0,#father
LinkedIn,LI_290338,short_video,2024-01-31 20:39:21,@alyssarobinson,1813012,42936,6717,2511,399706,13.05,"['#Gaming', '#Tech']",-0.25,Tech,,,,,,,,,,,,
Instagram,IN_183987,short_video,2024-03-27 23:14:51,@mindybaker,908260,40546,3006,15980,50517,117.85,"['#Fashion', '#Life']",-0.04,Fitness,,,,,,,672.0,9687.0,True,,,
Instagram,IN_878329,video,2024-10-10 02:04:37,@johnsonbrenda,1743885,39087,5487,3649,729332,6.61,"['#Fit', '#Gaming']",0.92,Fitness,,,,,,,1326.0,16376.0,False,,,
YouTube,YO_924273,reel,2024-08-23 05:41:13,@richard04,1397769,30025,4787,14252,886716,5.53,"['#Gaming', '#Tech']",0.29,Fitness,26.25,450.0,385.0,,,,,,,,,
LinkedIn,LI_685112,short_video,2024-10-01 15:15:25,@zwalker,259293,36945,1776,15489,853635,6.35,"['#Life', '#Tech']",-0.66,Gaming,,,,,,,,,,,,
Instagram,IN_371197,video,2024-07-18 22:04:40,@eric80,802358,20136,4193,18035,729332,5.81,"['#Fit', '#Gaming']",0.75,Fashion,,,,,,,2156.0,3181.0,False,,,
Twitter,TW_262891,short_video,2024-03-17 23:18:59,@ahooper,366628,44602,9517,12411,657227,10.12,"['#Life', '#Gaming']",0.74,Tech,,,,4810.0,1229.0,810022.0,,,,,,
TikTok,TI_499977,video,2024-07-14 18:20:03,@allentraci,897997,44251,9654,17634,265140,26.98,"['#Fit', '#Gaming']",-0.49,Tech,,,,,,,,,,western,443.0,#after
Twitter,TW_379950,reel,2024-05-31 07:58:10,@dsampson,54809,45955,9294,4013,673681,8.8,"['#Life', '#Fit']",0.04,Fitness,,,,4871.0,219.0,473045.0,,,,,,
YouTube,YO_214639,video,2024-01-11 07:28:37,@briggsamber,349684,49983,4689,12121,325328,20.53,"['#Fashion', '#Gaming']",-0.14,Education,2.48,1263.0,121.0,,,,,,,,,
TikTok,TI_773498,reel,2024-10-22 09:06:07,@diana72,755508,20459,4172,6188,365433,8.43,"['#Life', '#Fit']",0.79,Fashion,,,,,,,,,,money,38.0,#determine
Instagram,IN_384780,image,2024-08-21 01:50:25,@ralphjones,32509,20036,2582,3545,311770,8.39,"['#Fashion', '#Tech']",0.86,Tech,,,,,,,1472.0,13958.0,False,,,
Facebook,FA_714349,short_video,2024-03-19 01:22:51,@hbailey,74716,8671,1087,12023,600369,3.63,"['#Gaming', '#Fit']",-0.5,Fitness,,,,,,,,,,,,
TikTok,TI_158072,image,2024-02-14 04:23:06,@esmith,1024435,35563,9509,2630,944044,5.05,"['#Life', '#Gaming']",0.0,Education,,,,,,,,,,media,242.0,#science
Twitter,TW_362364,short_video,2024-11-07 06:22:42,@hshelton,459209,24726,4412,12891,181208,23.19,"['#Life', '#Tech']",0.4,Education,,,,3388.0,724.0,526504.0,,,,,,
LinkedIn,LI_744367,video,2024-01-24 05:55:47,@wilkersonphillip,1796526,39134,9130,3820,173215,30.07,"['#Fit', '#Tech']",0.31,Education,,,,,,,,,,,,
LinkedIn,LI_336173,reel,2024-07-09 19:42:31,@mckinneymatthew,1399597,41931,5196,18481,286590,22.89,"['#Fit', '#Gaming']",0.87,Education,,,,,,,,,,,,
Twitter,TW_237829,short_video,2024-09-15 12:15:32,@chandlerlauren,82879,13452,585,17572,523315,6.04,"['#Life', '#Gaming']",0.43,Tech,,,,2869.0,1765.0,781885.0,,,,,,
Facebook,FA_226507,video,2024-11-19 16:17:54,@jonathan10,72323,3176,8319,8967,208397,9.82,"['#Gaming', '#Tech']",0.2,Gaming,,,,,,,,,,,,
Twitter,TW_207570,image,2024-05-05 11:09:00,@lawrenceevan,1632237,29161,4945,12907,991611,4.74,"['#Gaming', '#Fit']",-0.64,Gaming,,,,2181.0,206.0,674672.0,,,,,,
Twitter,TW_182493,reel,2024-11-15 00:58:11,@daughertynicole,1326954,2443,6754,2983,397573,3.06,"['#Tech', '#Fashion']",0.56,Education,,,,2557.0,1512.0,876455.0,,,,,,
YouTube,YO_370915,reel,2024-11-11 04:43:59,@frogers,763113,17894,2619,2539,622711,3.7,"['#Gaming', '#Fit']",-0.56,Tech,58.1,5512.0,340.0,,,,,,,,,
LinkedIn,LI_125169,short_video,2024-12-20 03:36:48,@jacksonmaria,678837,23614,9398,16714,230965,21.53,"['#Fit', '#Gaming']",-0.31,Tech,,,,,,,,,,,,
LinkedIn,LI_245704,image,2024-05-16 10:21:16,@john02,717317,25820,5775,2083,887868,3.79,"['#Gaming', '#Life']",0.89,Gaming,,,,,,,,,,,,
Facebook,FA_304326,video,2024-03-20 22:03:58,@ygarcia,1415867,38389,7386,17441,532347,11.87,"['#Life', '#Gaming']",-0.34,Fashion,,,,,,,,,,,,
Facebook,FA_855249,reel,2024-10-19 04:55:26,@gina74,315138,31916,899,3870,11858,309.37,"['#Fashion', '#Life']",-0.94,Education,,,,,,,,,,,,
Instagram,IN_761390,reel,2024-05-20 22:27:29,@lynnnguyen,193580,25314,5390,18751,966790,5.12,"['#Fashion', '#Life']",-0.34,Tech,,,,,,,3300.0,9077.0,False,,,
YouTube,YO_888912,image,2024-11-27 05:53:38,@michaelhughes,1262762,5514,5054,5998,668435,2.48,"['#Tech', '#Gaming']",-0.56,Education,14.96,961.0,971.0,,,,,,,,,
Instagram,IN_889046,reel,2024-02-11 19:10:11,@jennifer90,610661,35951,12,570,561723,6.5,"['#Life', '#Gaming']",0.01,Gaming,,,,,,,4073.0,9408.0,False,,,
TikTok,TI_597064,video,2024-06-06 19:42:12,@fordmichele,1778358,31616,1737,11163,171823,25.91,"['#Life', '#Tech']",0.56,Tech,,,,,,,,,,they,28.0,#education
LinkedIn,LI_554446,image,2024-10-20 19:57:27,@john85,942944,41193,4478,5719,396685,12.95,"['#Life', '#Tech']",-0.59,Tech,,,,,,,,,,,,
LinkedIn,LI_147282,reel,2024-01-04 11:15:05,@ambergarcia,1313413,32241,9822,7299,782917,6.3,"['#Gaming', '#Tech']",-0.75,Tech,,,,,,,,,,,,
Twitter,TW_166970,video,2024-05-27 17:40:40,@carrie48,946220,1359,3815,18426,390595,6.04,"['#Fit', '#Tech']",-0.46,Gaming,,,,2887.0,1667.0,223226.0,,,,,,
Instagram,IN_515472,image,2024-08-22 02:08:50,@molly92,1840315,40076,4715,4632,98234,50.31,"['#Fit', '#Life']",0.16,Education,,,,,,,4719.0,12045.0,True,,,
TikTok,TI_701412,reel,2024-07-14 18:01:30,@clarkjessica,137269,38212,9028,2545,315065,15.8,"['#Fit', '#Fashion']",-0.59,Education,,,,,,,,,,until,309.0,#key
YouTube,YO_958047,reel,2024-10-08 23:35:53,@kramernathan,787078,21169,1766,11938,912467,3.82,"['#Gaming', '#Tech']",0.09,Fashion,40.89,1437.0,660.0,,,,,,,,,
Facebook,FA_765542,reel,2024-05-06 01:28:05,@bward,961219,6690,5059,15987,801473,3.46,"['#Fit', '#Fashion']",-0.68,Tech,,,,,,,,,,,,
TikTok,TI_444568,video,2024-09-21 13:59:06,@masonana,1066687,19716,3338,12447,819471,4.33,"['#Tech', '#Fit']",-0.37,Fitness,,,,,,,,,,by,176.0,#act
Facebook,FA_707441,reel,2024-12-16 05:15:45,@danielle20,1990620,35459,8694,7845,427969,12.15,"['#Gaming', '#Fit']",0.32,Gaming,,,,,,,,,,,,
Twitter,TW_545506,short_video,2024-04-27 23:25:20,@sarah87,1368296,12980,1771,8593,163123,14.31,"['#Life', '#Fashion']",1.0,Education,,,,1361.0,125.0,868938.0,,,,,,
Facebook,FA_546908,reel,2024-05-17 16:33:36,@frussell,670877,35532,9723,14508,286290,20.87,"['#Tech', '#Fashion']",0.65,Education,,,,,,,,,,,,
Instagram,IN_230836,reel,2024-08-03 12:07:01,@wgarza,491260,18469,1955,7785,698154,4.04,"['#Gaming', '#Fit']",-0.02,Fitness,,,,,,,2965.0,17760.0,True,,,
TikTok,TI_764220,short_video,2024-02-12 10:23:51,@davidlynch,1204500,17658,1712,5327,608437,4.06,"['#Life', '#Fit']",0.2,Tech,,,,,,,,,,office,390.0,#let
YouTube,YO_253679,video,2024-03-13 06:51:09,@lisaberger,349977,23984,4569,7163,437528,8.16,"['#Fashion', '#Tech']",0.53,Tech,50.92,9183.0,179.0,,,,,,,,,
Instagram,IN_658999,video,2024-04-02 01:44:20,@marilyn50,783332,3502,3282,16391,858771,2.7,"['#Fit', '#Fashion']",-0.18,Fashion,,,,,,,1157.0,16334.0,False,,,
Twitter,TW_683317,short_video,2024-12-29 12:23:08,@rodriguezrobert,1941771,21942,8038,9440,171910,22.93,"['#Tech', '#Life']",0.91,Gaming,,,,4491.0,775.0,595273.0,,,,,,
LinkedIn,LI_368971,short_video,2024-02-15 20:41:47,@mercadojoshua,1170065,12683,884,9002,763422,2.96,"['#Life', '#Fashion']",0.72,Education,,,,,,,,,,,,
YouTube,YO_683959,reel,2024-08-04 22:07:35,@qfritz,974665,41296,4058,11069,549308,10.27,"['#Fashion', '#Tech']",-0.45,Fitness,15.24,8400.0,126.0,,,,,,,,,
TikTok,TI_716561,image,2024-04-09 00:29:08,@karenevans,814136,9071,4547,3119,326416,5.13,"['#Tech', '#Fashion']",0.82,Fashion,,,,,,,,,,oil,217.0,#issue
LinkedIn,LI_442344,reel,2024-03-16 11:28:01,@lauraserrano,1302138,14421,8735,11738,871863,4.0,"['#Life', '#Fit']",0.99,Education,,,,,,,,,,,,
Twitter,TW_425469,short_video,2024-02-26 05:36:19,@rodriguezlisa,677048,2925,7461,14597,503986,4.96,"['#Tech', '#Gaming']",-0.48,Tech,,,,421.0,918.0,542004.0,,,,,,
TikTok,TI_908901,short_video,2024-03-30 13:40:43,@devans,152129,41525,7835,18791,229403,29.71,"['#Life', '#Fit']",-0.21,Gaming,,,,,,,,,,seven,489.0,#end
Instagram,IN_163945,video,2024-11-03 06:27:52,@christopher78,1635284,29761,4179,9308,149464,28.94,"['#Fashion', '#Life']",-0.17,Fitness,,,,,,,1623.0,14169.0,True,,,
Instagram,IN_487401,short_video,2024-07-04 21:53:50,@rogersdenise,1591040,49330,4617,12585,816265,8.15,"['#Life', '#Tech']",0.78,Education,,,,,,,3977.0,8129.0,True,,,
LinkedIn,LI_622359,image,2024-10-04 03:09:14,@hcarter,232015,40361,7979,9824,79455,73.2,"['#Tech', '#Fashion']",0.31,Gaming,,,,,,,,,,,,
