platform,product_id,product_name,category,price,discount,sales_volume,ratings,reviews,seller_name,trend_score,search_rank,click_through_rate,assured_tag,exchange_offered,amazon_choice_badge,fulfillment_type,fashion_size,outfit_recommendations
Myntra,MYN_628969,Right-sized well-modulated project,Home,33.55,39%,875,4.3,802,Phelps Inc,91,#41,1.62%,,,,,XL,False
Amazon,AMA_262026,Ameliorated context-sensitive adapter,Fashion,379.21,37%,8103,3.1,1952,Thompson and Sons,33,#99,3.34%,,,False,FBM,,
Flipkart,FLI_513753,Switchable real-time functionalities,Fitness,345.16,24%,2972,1.1,1908,"Stephens, Soto and Glass",4,#57,0.12%,True,True,,,,
Myntra,MYN_743523,Diverse impactful pricing structure,Fashion,136.26,41%,544,1.1,1791,Hart LLC,57,#42,1.12%,,,,,M,False
Flipkart,FLI_795932,Vision-oriented multi-state access,Fitness,210.99,46%,6040,1.9,39,Rice-Johnson,77,#70,1.67%,False,True,,,,
Amazon,AMA_729631,Phased intangible utilization,Fashion,125.48,22%,6310,5.0,191,"Gutierrez, Barry and Sherman",66,#12,5.86%,,,True,FBA,,
Flipkart,FLI_333019,Monitored stable system engine,Home,57.86,25%,432,2.1,655,"Woodward, Mcneil and Franklin",8,#81,7.72%,False,False,,,,
Myntra,MYN_422388,Vision-oriented tangible time-frame,Electronics,179.53,23%,3653,4.3,920,Garcia-Arellano,67,#30,8.8%,,,,,M,True
Amazon,AMA_841329,Intuitive well-modulated knowledge user,Electronics,155.44,44%,8000,1.0,1517,Harper PLC,50,#86,6.97%,,,False,FBM,,
Flipkart,FLI_805238,Profound bottom-line strategy,Home,171.1,37%,9432,4.5,1721,Tran Ltd,76,#79,7.08%,False,False,,,,
Meesho,MEE_927683,Future-proofed next generation pricing structure,Beauty,435.11,41%,9072,2.0,1625,"Kelly, Payne and Ward",50,#41,4.94%,,,,,,
Flipkart,FLI_808031,Compatible value-added analyzer,Beauty,497.47,25%,3288,4.9,1117,Sellers Group,47,#44,5.59%,True,False,,,,
Flipkart,FLI_278979,User-centric transitional project,Fashion,412.53,24%,2274,2.5,182,Torres Group,64,#42,2.26%,True,True,,,,
Myntra,MYN_547336,De-engineered cohesive Graphic Interface,Home,96.75,25%,7055,1.3,413,"Ward, Warren and Graham",93,#91,1.24%,,,,,L,False
Myntra,MYN_478505,Pre-emptive multi-state project,Fashion,446.12,30%,788,3.4,72,Burgess Inc,77,#18,7.75%,,,,,XL,False
Amazon,AMA_737547,User-centric exuding synergy,Electronics,87.83,49%,6766,4.3,1095,Johnston Group,12,#60,4.83%,,,True,FBM,,
Amazon,AMA_374104,Integrated scalable complexity,Beauty,32.5,44%,9281,4.6,132,"Smith, Calhoun and Hayden",20,#85,7.27%,,,False,FBM,,
Amazon,AMA_307974,Multi-tiered multi-state framework,Home,201.27,38%,4679,2.6,1463,Simpson-Harrington,42,#34,9.27%,,,True,FBA,,
Myntra,MYN_792041,Exclusive directional service-desk,Home,36.79,40%,7661,1.2,507,"Francis, Walters and Diaz",76,#75,8.27%,,,,,L,True
Flipkart,FLI_184396,Future-proofed tertiary product,Fitness,494.74,27%,4326,2.6,1376,Hull Inc,25,#53,4.08%,False,False,,,,
Flipkart,FLI_154423,Enhanced 24hour moderator,Home,286.3,15%,3255,4.9,393,"Steele, Harvey and Bell",35,#65,4.9%,True,True,,,,
Flipkart,FLI_173541,Synergized content-based utilization,Fitness,325.59,29%,6011,1.3,1836,Byrd Inc,9,#100,7.44%,False,False,,,,
Myntra,MYN_255252,Ergonomic high-level migration,Fashion,428.9,3%,9735,1.3,230,"Allen, Thornton and Johnson",66,#90,1.93%,,,,,L,True
Amazon,AMA_539905,Stand-alone multi-state software,Beauty,486.5,17%,4019,1.5,1908,Kennedy PLC,42,#24,1.02%,,,False,FBA,,
Amazon,AMA_189652,User-centric client-driven data-warehouse,Fashion,145.16,44%,708,3.6,232,Zamora PLC,7,#37,1.38%,,,False,FBM,,
Meesho,MEE_586788,Open-architected system-worthy parallelism,Electronics,324.99,23%,9407,4.2,903,Hoffman Inc,74,#89,0.7%,,,,,,
Meesho,MEE_506597,Switchable dynamic matrix,Fashion,108.72,4%,9436,2.4,604,"Chandler, Robertson and Tyler",39,#76,1.63%,,,,,,
Flipkart,FLI_637986,Switchable scalable open architecture,Fitness,265.01,10%,8466,1.2,494,Marquez-Brock,35,#59,5.85%,False,True,,,,
Amazon,AMA_329344,Compatible zero administration website,Fitness,354.37,28%,2430,3.4,1450,Williams-Leach,21,#31,9.47%,,,True,FBA,,
Amazon,AMA_571998,Customizable zero tolerance methodology,Fitness,451.89,26%,1735,2.6,1371,"Thomas, Hardy and Lozano",15,#94,9.67%,,,False,FBA,,
Flipkart,FLI_256617,Persistent solution-oriented array,Fashion,277.77,3%,3378,4.2,1843,"Thompson, Holmes and Olson",77,#58,5.4%,False,False,,,,
Myntra,MYN_418469,Profound attitude-oriented complexity,Fashion,419.1,24%,3422,2.7,1554,"Klein, Espinoza and Bowen",18,#11,2.94%,,,,,XL,False
Flipkart,FLI_162343,Multi-lateral incremental help-desk,Fitness,138.6,45%,4660,3.5,539,Kim-Hayes,40,#45,3.01%,False,False,,,,
Myntra,MYN_731078,Intuitive intermediate functionalities,Fashion,232.19,6%,2182,1.0,1501,Taylor and Sons,82,#84,1.62%,,,,,S,True
Myntra,MYN_998367,Customizable multi-state core,Fitness,171.99,16%,5249,2.4,415,Burgess-Schmidt,58,#13,4.68%,,,,,S,True
Flipkart,FLI_565920,Implemented holistic definition,Home,348.98,26%,5556,4.7,741,Meadows-Kelly,30,#71,2.38%,True,True,,,,
Myntra,MYN_208710,Public-key 6thgeneration functionalities,Fashion,397.43,45%,3124,3.1,639,Bell PLC,19,#73,7.6%,,,,,XL,False
Meesho,MEE_601577,Reverse-engineered client-server definition,Electronics,184.75,16%,3974,3.6,657,Jenkins Inc,61,#72,3.01%,,,,,,
Amazon,AMA_310505,Customizable needs-based structure,Beauty,171.7,32%,9509,3.1,684,Jones-Hernandez,88,#50,5.35%,,,True,FBM,,
Amazon,AMA_205756,Front-line 5thgeneration application,Fitness,174.74,1%,3210,1.2,348,"Combs, Zhang and Smith",65,#94,6.21%,,,True,FBM,,
Amazon,AMA_889033,Assimilated heuristic model,Fashion,459.33,25%,7869,3.9,436,Allen Group,94,#38,8.69%,,,True,FBA,,
Meesho,MEE_151385,Exclusive system-worthy knowledgebase,Electronics,362.65,33%,2163,2.4,324,Macdonald LLC,83,#24,8.43%,,,,,,
Flipkart,FLI_190534,Intuitive neutral project,Beauty,45.5,46%,9412,4.4,764,"Petersen, Edwards and Walters",78,#82,3.68%,True,False,,,,
Myntra,MYN_301000,Synchronized cohesive data-warehouse,Electronics,45.53,8%,2058,1.1,100,Vega Ltd,82,#27,2.99%,,,,,XL,False
Meesho,MEE_949627,Self-enabling logistical solution,Fashion,349.79,3%,1734,4.2,1608,Ward-Rhodes,66,#94,9.25%,,,,,,
Amazon,AMA_167560,Public-key zero tolerance system engine,Fashion,146.54,31%,130,4.5,1109,Kim-King,59,#20,5.44%,,,False,FBA,,
Amazon,AMA_903293,Implemented regional concept,Electronics,310.76,34%,561,3.8,230,"Baldwin, Cook and Ellis",18,#65,8.96%,,,False,FBM,,
Amazon,AMA_863901,Re-contextualized human-resource analyzer,Electronics,51.37,37%,2232,2.2,489,Adkins Inc,73,#82,7.37%,,,True,FBM,,
Flipkart,FLI_212127,Reverse-engineered regional portal,Home,192.25,14%,1185,3.6,26,Mendoza Group,25,#49,3.35%,True,True,,,,
Amazon,AMA_667736,Robust next generation pricing structure,Fashion,364.61,46%,7007,1.3,1566,Tanner-Moody,52,#21,2.2%,,,False,FBM,,
Flipkart,FLI_881047,Digitized tertiary application,Fitness,434.97,49%,5021,2.1,1177,"Bush, Harris and Collins",42,#79,6.78%,True,False,,,,
Flipkart,FLI_645503,Upgradable regional attitude,Fitness,67.19,22%,9924,2.2,351,"Miller, Price and Brown",87,#51,9.83%,True,True,,,,
Myntra,MYN_813209,Operative 24hour forecast,Home,21.39,5%,4946,4.1,1993,"Jones, Williams and Maldonado",41,#14,0.62%,,,,,L,False
Meesho,MEE_297649,Public-key even-keeled extranet,Beauty,114.79,34%,7686,4.6,564,Rivera LLC,61,#41,2.65%,,,,,,
Flipkart,FLI_495620,Innovative bi-directional secured line,Electronics,334.8,22%,7938,3.7,113,Roberts and Sons,72,#67,3.21%,False,False,,,,
Myntra,MYN_703943,Cloned upward-trending strategy,Electronics,128.58,6%,8661,4.3,870,"Richards, Ferguson and Brown",99,#57,2.56%,,,,,XL,False
Myntra,MYN_768652,Centralized global installation,Beauty,125.63,19%,2008,3.0,1736,"Jackson, Harris and Ortiz",8,#43,5.95%,,,,,XL,True
Amazon,AMA_254389,Triple-buffered systemic structure,Fitness,449.38,22%,3991,3.5,8,Adams-Cox,48,#41,1.02%,,,False,FBA,,
Meesho,MEE_820484,Exclusive tangible database,Fashion,495.47,20%,9237,3.4,1153,Simmons LLC,2,#77,9.6%,,,,,,
Flipkart,FLI_974748,Vision-oriented interactive analyzer,Beauty,491.15,6%,9559,3.6,366,Patterson and Sons,17,#56,0.66%,True,False,,,,
Meesho,MEE_612419,Fully-configurable web-enabled open architecture,Home,288.62,26%,3040,3.1,145,Baker-Salinas,58,#85,4.02%,,,,,,
Flipkart,FLI_100515,Realigned composite collaboration,Electronics,474.45,11%,1490,1.9,1084,Fuentes LLC,54,#25,0.28%,False,False,,,,
Amazon,AMA_647526,Business-focused national hardware,Fashion,306.97,5%,6495,3.1,490,"Ruiz, Nielsen and Valenzuela",60,#84,0.42%,,,True,FBA,,
Flipkart,FLI_960121,Expanded object-oriented structure,Fashion,110.43,32%,1675,2.5,964,Jones-Jenkins,83,#71,4.35%,False,False,,,,
Flipkart,FLI_749308,Inverse stable infrastructure,Fitness,472.58,28%,1415,2.9,511,Paul-Barrera,86,#92,6.5%,False,False,,,,
Flipkart,FLI_879727,Up-sized solution-oriented flexibility,Electronics,431.32,16%,2643,3.5,315,Powell Ltd,68,#92,4.35%,True,False,,,,
Amazon,AMA_602222,Devolved fault-tolerant data-warehouse,Fitness,163.45,42%,7216,3.5,1178,Hamilton Group,79,#8,3.06%,,,True,FBA,,
Meesho,MEE_264432,Customer-focused 5thgeneration strategy,Fashion,89.19,7%,3133,2.8,1388,"Washington, Todd and King",78,#36,0.35%,,,,,,
Meesho,MEE_848139,Self-enabling well-modulated analyzer,Fashion,257.42,49%,3468,2.4,1309,Andrade PLC,72,#93,2.16%,,,,,,
Myntra,MYN_281782,Cross-platform heuristic moratorium,Beauty,223.64,13%,1241,3.9,1353,"Harper, Hunter and Stevens",59,#66,1.18%,,,,,L,False
Myntra,MYN_960560,Team-oriented asynchronous projection,Electronics,122.42,32%,4052,2.5,1954,Frazier Ltd,81,#6,8.86%,,,,,XL,True
Flipkart,FLI_819086,Integrated systematic database,Beauty,157.71,1%,7468,4.2,1338,Moss-Hutchinson,65,#91,7.79%,False,True,,,,
Flipkart,FLI_155958,Networked local data-warehouse,Fitness,315.98,27%,662,4.3,1029,Buckley-Fritz,29,#9,1.98%,True,True,,,,
Flipkart,FLI_673879,Innovative client-server productivity,Beauty,465.84,35%,6415,4.8,1898,"Krueger, Fernandez and Obrien",17,#100,9.43%,True,True,,,,
Meesho,MEE_785656,Visionary discrete utilization,Fashion,424.23,48%,5784,2.2,973,Floyd LLC,78,#69,8.4%,,,,,,
Amazon,AMA_524521,Pre-emptive needs-based instruction set,Fitness,136.43,16%,5677,1.8,1985,"Rogers, Chang and Rodriguez",79,#98,2.42%,,,False,FBA,,
Amazon,AMA_638436,Inverse mission-critical core,Beauty,131.41,46%,15,2.0,1887,"Mendez, Sanford and Edwards",82,#56,2.77%,,,False,FBA,,
Myntra,MYN_416346,Decentralized mobile complexity,Fitness,42.61,26%,6793,2.1,1865,"Watson, Anderson and Moreno",60,#22,1.94%,,,,,XL,True
Myntra,MYN_548686,Automated 5thgeneration productivity,Electronics,305.03,8%,100,5.0,1727,Norris-Peterson,32,#69,9.24%,,,,,XL,False
Meesho,MEE_836932,Business-focused 4thgeneration groupware,Home,343.04,19%,671,3.1,1952,"Webb, Navarro and Lopez",10,#67,4.15%,,,,,,
Flipkart,FLI_256364,Triple-buffered actuating concept,Beauty,77.61,41%,7336,2.1,189,"Watkins, Smith and Murillo",73,#17,6.57%,True,True,,,,
Meesho,MEE_216031,Polarized intermediate utilization,Electronics,11.18,47%,6623,5.0,74,"Allen, Harris and Davis",17,#50,5.59%,,,,,,
Flipkart,FLI_937908,User-friendly clear-thinking moratorium,Home,290.68,48%,1707,3.1,1124,Evans-Richardson,97,#70,5.37%,False,True,,,,
Amazon,AMA_373259,Re-engineered explicit application,Fashion,389.48,37%,6298,3.5,903,Collins Inc,99,#14,8.51%,,,True,FBA,,
Flipkart,FLI_376280,Ameliorated homogeneous policy,Home,69.19,49%,231,2.0,761,"King, Gallegos and Abbott",44,#28,3.45%,False,True,,,,
Meesho,MEE_285522,Centralized 6thgeneration portal,Fashion,192.75,2%,8900,1.4,762,Sellers-Thomas,77,#75,9.72%,,,,,,
Myntra,MYN_448582,Universal neutral knowledge user,Fitness,221.21,35%,8341,4.6,1923,Ramirez-Baker,61,#4,9.54%,,,,,XL,False
Flipkart,FLI_970336,Centralized contextually-based instruction set,Beauty,354.27,41%,7908,3.0,682,"Brown, Velasquez and Powell",54,#25,7.03%,False,False,,,,
Myntra,MYN_408272,Monitored bi-directional instruction set,Home,311.28,1%,8744,1.7,170,"Williams, Rivera and Hayes",10,#30,2.62%,,,,,S,False
Myntra,MYN_210102,Up-sized systematic groupware,Beauty,364.74,46%,8129,4.8,1206,"Butler, Odonnell and Rose",50,#89,3.75%,,,,,M,False
Amazon,AMA_111169,Multi-lateral needs-based system engine,Home,492.2,46%,6434,1.1,94,"Griffith, Bass and Hunter",34,#53,9.35%,,,True,FBA,,
Amazon,AMA_874059,Re-contextualized directional website,Home,268.64,9%,4047,4.3,1626,"Smith, Brown and Alvarado",62,#59,1.3%,,,False,FBA,,
Amazon,AMA_479391,Total exuding core,Beauty,202.05,23%,4981,2.7,1698,"Fleming, Garrison and Webster",25,#84,4.88%,,,True,FBM,,
Amazon,AMA_850148,Upgradable user-facing framework,Fashion,405.37,16%,5978,4.0,364,"Craig, Knight and Adams",42,#89,6.07%,,,False,FBM,,
Myntra,MYN_571289,Open-architected optimizing moratorium,Home,488.99,18%,5830,2.7,199,Schwartz LLC,73,#51,0.54%,,,,,M,True
Amazon,AMA_198254,Proactive mobile Local Area Network,Electronics,433.91,37%,460,4.4,975,Moran PLC,50,#77,8.81%,,,True,FBA,,
Flipkart,FLI_596742,Customizable regional groupware,Electronics,346.3,1%,3639,2.2,141,Gonzales-Thomas,5,#50,7.15%,True,True,,,,
Amazon,AMA_700703,Open-source 24/7 process improvement,Fashion,310.33,20%,6062,2.7,590,Brown Ltd,50,#67,9.38%,,,False,FBM,,
Meesho,MEE_657806,Stand-alone mobile portal,Electronics,489.85,29%,8004,4.4,1979,Garcia-Cantu,16,#80,0.38%,,,,,,
Myntra,MYN_308767,Implemented user-facing toolset,Fashion,160.67,46%,9926,1.8,1367,Hutchinson-Rodriguez,85,#89,3.05%,,,,,XL,True
Flipkart,FLI_725497,Sharable background forecast,Home,390.6,16%,4108,4.5,883,Lawson and Sons,13,#84,2.5%,True,True,,,,
Myntra,MYN_151189,Adaptive coherent middleware,Fashion,139.69,19%,6303,1.3,1512,Morton-Cantu,75,#15,5.43%,,,,,M,True
Myntra,MYN_313796,Compatible system-worthy open architecture,Beauty,177.85,43%,467,2.8,1530,Hood LLC,82,#32,9.59%,,,,,S,False
Meesho,MEE_543099,User-friendly intermediate paradigm,Home,307.46,49%,7037,3.0,748,Harris Ltd,14,#34,5.19%,,,,,,
Amazon,AMA_433708,Extended holistic encryption,Fitness,419.45,3%,9156,2.0,577,"Bush, Snyder and Nixon",23,#5,2.31%,,,True,FBA,,
Meesho,MEE_826367,Cloned hybrid hierarchy,Fashion,294.2,50%,9524,4.3,1623,"Cabrera, Moran and Clark",32,#27,4.34%,,,,,,
Myntra,MYN_201037,Re-contextualized heuristic task-force,Fashion,92.74,45%,8409,3.1,1294,Johnson Ltd,10,#3,2.72%,,,,,XL,False
Meesho,MEE_530323,Object-based uniform collaboration,Fitness,428.32,43%,7788,4.4,794,"Parker, Morris and Hess",82,#92,9.7%,,,,,,
Amazon,AMA_942567,Distributed directional projection,Beauty,53.76,50%,4494,1.4,1959,"Jimenez, Larsen and Knight",63,#94,3.0%,,,False,FBA,,
Amazon,AMA_956849,Synergistic tangible capacity,Fashion,103.33,8%,337,3.3,704,Chaney-Dixon,77,#80,9.93%,,,True,FBM,,
Flipkart,FLI_420388,Public-key responsive complexity,Fitness,405.57,28%,3838,2.6,235,"Massey, Schwartz and Morales",11,#51,8.49%,True,True,,,,
Myntra,MYN_146902,Re-engineered bi-directional capacity,Fashion,178.07,23%,1538,2.7,1924,Meyer-Savage,73,#55,9.81%,,,,,M,True
Amazon,AMA_796731,Upgradable intermediate support,Beauty,17.7,23%,4558,1.1,1392,"Clark, Blake and Burns",76,#88,6.4%,,,True,FBA,,
Flipkart,FLI_513952,Customer-focused bandwidth-monitored superstructure,Fashion,79.65,9%,3935,3.5,983,Lopez PLC,49,#78,9.83%,True,True,,,,
Flipkart,FLI_847933,Ameliorated discrete database,Fashion,86.88,15%,7570,1.6,1433,Baker-Green,30,#9,9.72%,True,True,,,,
Amazon,AMA_182141,Fundamental contextually-based portal,Beauty,361.2,10%,3844,2.5,1235,"Smith, Giles and Roberts",39,#6,1.37%,,,True,FBA,,
Amazon,AMA_427626,Mandatory bi-directional collaboration,Fashion,136.15,4%,6698,1.9,1078,Lopez-Ramirez,58,#58,5.41%,,,True,FBA,,
Myntra,MYN_358353,Intuitive didactic frame,Fitness,27.25,20%,7208,1.4,905,"Stuart, Long and Key",58,#64,6.17%,,,,,M,False
Amazon,AMA_105733,Sharable secondary hierarchy,Fitness,420.67,41%,4596,1.0,203,Murphy Inc,47,#77,1.74%,,,True,FBM,,
Flipkart,FLI_751891,Up-sized national database,Fashion,473.49,38%,552,4.4,1294,Coleman Ltd,82,#50,7.9%,True,True,,,,
Meesho,MEE_884264,Compatible content-based encoding,Fitness,479.98,32%,5302,1.5,312,Crawford-Rodriguez,66,#64,2.41%,,,,,,
Myntra,MYN_935247,Total local implementation,Beauty,386.89,17%,6727,2.2,1448,Wright PLC,72,#48,3.22%,,,,,M,False
Amazon,AMA_900345,Managed tertiary process improvement,Fitness,241.68,13%,2322,1.4,233,"Solomon, Jacobs and Sanchez",77,#32,2.37%,,,True,FBA,,
Meesho,MEE_426242,Decentralized web-enabled emulation,Beauty,254.52,13%,7185,4.2,243,"Skinner, Smith and Rodriguez",98,#99,4.66%,,,,,,
Myntra,MYN_208769,Integrated solution-oriented groupware,Beauty,80.63,46%,7956,1.3,1699,Baker Group,27,#20,3.73%,,,,,L,True
Flipkart,FLI_331999,Decentralized bifurcated Internet solution,Electronics,307.02,2%,6835,3.0,1107,Gonzales-Henson,49,#84,4.54%,True,True,,,,
Meesho,MEE_176837,Digitized radical strategy,Beauty,427.98,14%,3192,1.1,1782,"Lawson, Johnson and Cobb",77,#16,6.99%,,,,,,
Meesho,MEE_829938,Multi-lateral reciprocal monitoring,Fashion,194.52,32%,1465,2.4,1166,"Morales, Johnson and Robertson",26,#36,8.39%,,,,,,
Amazon,AMA_413475,Up-sized regional hierarchy,Electronics,32.16,38%,1504,4.6,290,Hawkins and Sons,14,#86,1.14%,,,False,FBM,,
Meesho,MEE_281783,Synergized disintermediate implementation,Fashion,170.67,19%,4108,3.6,59,"Briggs, Cross and Robbins",54,#33,4.02%,,,,,,
Flipkart,FLI_354425,Robust asymmetric info-mediaries,Beauty,305.51,45%,6807,4.9,549,"Anderson, Dawson and Martin",69,#70,6.46%,False,False,,,,
Myntra,MYN_497639,Universal zero administration architecture,Home,340.07,30%,4356,2.0,1870,Bradley-Rivera,24,#14,3.08%,,,,,S,True
Flipkart,FLI_456751,Networked system-worthy monitoring,Beauty,41.38,30%,7067,3.0,903,Smith Inc,33,#65,6.38%,False,False,,,,
Meesho,MEE_759468,Proactive responsive toolset,Fitness,57.52,24%,1401,1.6,112,Ross-Roberson,20,#92,6.62%,,,,,,
Myntra,MYN_849382,Proactive upward-trending support,Electronics,338.9,45%,8671,1.5,500,Johnson-Lowe,37,#33,7.93%,,,,,L,True
Amazon,AMA_623210,Grass-roots contextually-based pricing structure,Beauty,142.29,8%,4152,1.5,37,Johnson Inc,67,#57,0.3%,,,False,FBM,,
Amazon,AMA_410656,Exclusive maximized time-frame,Home,102.6,44%,9230,1.5,445,Harper LLC,57,#62,8.25%,,,True,FBA,,
Meesho,MEE_821652,Universal bi-directional intranet,Electronics,419.42,25%,2844,1.1,716,Taylor LLC,71,#88,1.26%,,,,,,
Myntra,MYN_669833,Mandatory client-server capability,Fitness,190.29,47%,584,2.2,690,"Martin, Vang and Webb",82,#53,3.98%,,,,,M,True
Amazon,AMA_113218,Horizontal bifurcated superstructure,Beauty,148.57,32%,2010,3.6,965,Duran Group,11,#56,5.55%,,,True,FBA,,
Myntra,MYN_941839,Cloned dedicated budgetary management,Beauty,68.77,37%,1491,3.2,221,Burton-Walker,30,#17,6.94%,,,,,L,False
Amazon,AMA_951229,Virtual incremental solution,Electronics,458.07,9%,8985,2.3,811,"Wright, Sanders and Moore",84,#94,1.7%,,,True,FBM,,
Myntra,MYN_879534,Public-key modular concept,Fitness,415.18,36%,4571,3.4,1830,Brown-Morris,2,#58,1.82%,,,,,M,False
Meesho,MEE_926539,Optional 3rdgeneration array,Electronics,28.8,12%,8424,1.3,1817,Stark and Sons,92,#56,8.3%,,,,,,
Meesho,MEE_473261,Triple-buffered zero-defect hardware,Beauty,322.65,33%,5852,4.5,1643,Morales-Atkins,9,#73,9.53%,,,,,,
Meesho,MEE_712614,Centralized methodical adapter,Fitness,485.7,49%,5470,1.9,1065,Morris LLC,75,#20,7.74%,,,,,,
Meesho,MEE_899150,Focused content-based orchestration,Fitness,251.33,10%,5413,3.7,1550,Miller LLC,45,#96,8.04%,,,,,,
Flipkart,FLI_953206,Phased uniform time-frame,Home,49.91,45%,1159,1.5,1980,Aguirre and Sons,97,#70,6.73%,False,False,,,,
Meesho,MEE_198667,Upgradable context-sensitive open system,Fashion,226.97,38%,2609,2.2,1632,"Hill, Anderson and Jones",7,#50,3.07%,,,,,,
Flipkart,FLI_167808,Polarized context-sensitive architecture,Home,469.25,13%,9226,2.3,1175,"Vargas, Owens and Chase",86,#35,2.34%,False,False,,,,
Flipkart,FLI_947328,Object-based well-modulated function,Home,50.43,15%,2265,2.5,1231,Smith Inc,87,#71,9.95%,True,False,,,,
Myntra,MYN_343518,Polarized 24/7 hub,Fashion,453.45,15%,9915,2.5,673,Martinez-Kim,27,#83,7.56%,,,,,XL,True
Myntra,MYN_257524,Inverse 24hour conglomeration,Fashion,5.79,13%,2400,4.1,981,Hall-Shannon,12,#57,0.82%,,,,,XL,True
Myntra,MYN_929007,Progressive content-based superstructure,Home,195.74,27%,1346,3.1,482,Garrison Group,45,#75,8.0%,,,,,M,False
Myntra,MYN_692694,Persistent even-keeled extranet,Beauty,9.94,7%,1104,2.4,587,Chambers Group,37,#20,4.47%,,,,,XL,True
Flipkart,FLI_155763,Up-sized tangible time-frame,Electronics,201.6,25%,1995,1.5,1125,"Chung, Wood and Hebert",60,#26,6.81%,False,False,,,,
Amazon,AMA_592186,Secured next generation throughput,Beauty,155.09,0%,7876,2.5,897,Cooper Ltd,44,#42,9.08%,,,False,FBA,,
Amazon,AMA_223968,Monitored disintermediate firmware,Beauty,478.89,0%,260,4.2,96,"Perez, Walker and Harper",13,#9,8.77%,,,False,FBA,,
Meesho,MEE_823760,Visionary demand-driven solution,Fashion,456.82,15%,5198,2.3,1448,"Cameron, Jackson and Rivera",6,#39,4.28%,,,,,,
Flipkart,FLI_489698,Total analyzing strategy,Fitness,323.66,21%,1414,4.9,885,Nelson and Sons,26,#47,5.51%,False,False,,,,
Amazon,AMA_827189,Multi-layered system-worthy policy,Fashion,357.23,43%,7657,3.4,758,Kaufman Group,0,#93,0.85%,,,False,FBM,,
Amazon,AMA_984256,Versatile transitional instruction set,Fitness,233.96,11%,774,3.2,340,Wilson LLC,17,#5,6.66%,,,False,FBM,,
Meesho,MEE_145185,Re-contextualized optimizing access,Electronics,42.48,30%,2122,2.8,1378,Gibson-Powell,82,#89,9.78%,,,,,,
Meesho,MEE_769867,Phased attitude-oriented utilization,Fitness,432.96,6%,9772,4.5,1002,Craig-Jackson,89,#93,2.79%,,,,,,
